cod_cli;razao;endereco;uf;cidade;bairro;cep;telefone;cnpj;insc;canal;hierarquia
5374826;Jaqueline Teixeira Laet ME;Av Dos Imigrantes 310;MT;Rio Branco;Centro;78275-000;1;2,35E+13;136007066;5534705;L6 BRNC BK CO Agil AS 1 2 Ck
5376290;Andre Luiz Morari EIRELI ME;R Ver Waldir Pereira SN, Qd26 Lt15;MT;Varzea Grande;Mapim;78142-734;1;2,73E+13;136797326;5534716;L6 BRNC BK CO Agil Trd e Dms
5376380;Marcia Soares Da Silva ME;R 15 4620;MT;Matupa;Cidade Alta;78525-000;1;1,82E+13;134908201;5534706;L6 BRNC BK CO Agil AS 3 4 Ck
5376620;Regiane F Costa & Cia Ltda ME;Av Transoceanica 9, Qd 28;MT;Varzea Grande;Vila Arthur;78140-500;1;2,24E+13;135805210;5534705;L6 BRNC BK CO Agil AS 1 2 Ck
5377432;Nelio Antonio Nonato ME;Rua Almerida Da Silva SN;MT;Nobres;Jardim Carolina;78460-000;1;1,32E+13;134138805;5534705;L6 BRNC BK CO Agil AS 1 2 Ck
5378069;Minimercado Santarem EIRELI;R Principal 42;PA;Itaituba;Interior;68181-970;1;2,34E+13;155025058;5534713;L6 BRNC BK CO Agil Atj
5381086;Gonzalez Da Silva & Silva Ltda ME;Av Gov Julio Jose D 674, Qd47 Lt3E4;MT;Rondonopolis;Residencial Sagrada Familia;78735-330;1;1,71E+13;134699289;5534708;L6 BRNC BK CO Agil Trd e Cnv
5381095;Lion Ind E Com De Gelo Ltda ME;Av Joao Ponce De Arruda 2341;MT;Rondonopolis;Centro;78700-260;1;1,11E+12;134028589;5534708;L6 BRNC BK CO Agil Trd e Cnv
5381132;E Santana Da Silva EIRELI;R Sao Paulo SN, Frnte N 42;MT;Alto Garcas;Novo Horizonte;78770-000;1;2,38E+13;136044476;5534713;L6 BRNC BK CO Agil Atj
5382334;SB Supermercado Ltda ME;R A 10;MT;Cuiaba;Nova Conquista;78056-022;1;2,66E+13;136590489;5534707;L6 BRNC BK CO Agil AS 5
5385738;Lion Locacoes e Festas Ltda ME;Av Lions Inter 1175, Sl Slj;MT;Rondonopolis;Vila Aurora I;78740-046;1;2,46E+13;136753558;5534716;L6 BRNC BK CO Agil Trd e Dms
5387258;Mota do Nascimento & Souza Ltda ME;Rua Deputado Dormevil Costa Fari 95;MT;Caceres;Sao Luiz;78200-000;1;2,65E+13;136569846;5534705;L6 BRNC BK CO Agil AS 1 2 Ck
5391122;Noel Silva Dos Santos 93768990168;R Amazonas 1379, Casa;MT;Pontes E Lacerda;Centro;78250-000;1;1,33E+13;134167260;5534716;L6 BRNC BK CO Agil Trd e Dms
5392549;J De Sousa Pereira ME;Avenida Lios Internacional 1439;MT;Peixoto De Azevedo;Centro;78530-000;1;7,81E+12;133144798;5534708;L6 BRNC BK CO Agil Trd e Cnv
5392552;Joao B Vieira Junior;Av Padre Nazareno La 1073, Lj Andar;MT;Jauru;Centro;78255-000;1;2,17E+13;135664373;5534716;L6 BRNC BK CO Agil Trd e Dms
5393322;Joseney Homochinski & Cia Ltda EPP;Avenida Mato Grosso SN;MT;Apiacas;Primavera;78595-000;1;9,34E+12;136637280;5534706;L6 BRNC BK CO Agil AS 3 4 Ck
5393458;C D Calimerio Oliveira EIRELI EPP;Av Geraldo Advincula SN, Qd11 Lt10;MT;Porto Esperidiao;Distrito De Vila Cardoso;78240-000;1;2,67E+13;136619576;5534705;L6 BRNC BK CO Agil AS 1 2 Ck
5393460;L A Zuchetti Combustiveis ME;Av Sao Paulo 12;MT;Figueiropolis D Oeste;Centro;78290-000;1;1,02E+13;133600688;5534708;L6 BRNC BK CO Agil Trd e Cnv
5393474;Divanira Niemens Leal;Av Marechal Rondon 370, Casa;MT;Pontes E Lacerda;Centro;78250-000;1;1,45E+13;134380924;5534705;L6 BRNC BK CO Agil AS 1 2 Ck
5393476;Iracy R Dos Santos;R Centro Sul 68;MT;Juruena;Cidade Alta;78340-000;1;1,75E+13;134743237;5534705;L6 BRNC BK CO Agil AS 1 2 Ck
5393643;Heldon Camargo Da Silva;Avenida Dos Ipes 167, Cs;MT;Pontes E Lacerda;Jd Morada da Serra;78250-000;1;1,17E+13;133889874;5534705;L6 BRNC BK CO Agil AS 1 2 Ck
5394577;Edilson Gomes De Lima ME;R Jose Barriga 517;MT;Rondonopolis;Centro;78700-400;1;8,81E+12;133377750;5534708;L6 BRNC BK CO Agil Trd e Cnv
5394578;G A A N Machado Restaurante ME;Rua 16 de Julho 693;MT;Nova Lacerda;Centro;78243-000;1;2,30E+13;135891906;5534708;L6 BRNC BK CO Agil Trd e Cnv
5397765;Supermercado Atacado Taisho Ltda;Av Julio Domingos De 4480, Lt 5 A 9;MT;Varzea Grande;Gloria;78141-000;1;2,69E+13;136652166;5534707;L6 BRNC BK CO Agil AS 5
5397775;Thais Lemes Pereira;R Luiz Carlos Soares 802, Casa;MT;Pontes E Lacerda;Jardim Santa Fe;78250-000;1;2,63E+13;136532675;5534705;L6 BRNC BK CO Agil AS 1 2 Ck
5397793;Comercial Alimentos Industriario Lt;R Josefa Souza Silva 17, Lt 17;MT;Cuiaba;Nova Esperanca I;78098-580;1;2,73E+13;136765564;5534706;L6 BRNC BK CO Agil AS 3 4 Ck
5398177;Sociedade Empres Villa Do Chocolate;Rua Dos Girassois 2, Q 11 L 2;MT;Chapada Dos Guimaraes;Aldeia Velha;78195-000;1;1,28E+13;136110240;5534708;L6 BRNC BK CO Agil Trd e Cnv
5398650;Itamar Jose Fernandes Aragao ME;Av Fernando Correa Da Costa 4984;MT;Cuiaba;Vista Alegre;78085-700;1;3,34E+12;131893327;5534716;L6 BRNC BK CO Agil Trd e Dms
5398860;Osmar P Vieira Junior Comercio ME;Av Fr Henrique De C 792, Qd 56 Lt 9;MT;Rondonopolis;Jardim Monte Libano;78710-380;1;2,26E+13;135813069;5534707;L6 BRNC BK CO Agil AS 5
5398879;Imperio Frios EIRELI ME;Av Das Sibipirunas 1069;MT;Sinop;Jardim Celeste;78556-666;1;2,71E+13;136754384;5534716;L6 BRNC BK CO Agil Trd e Dms
5398886;Mercado Santana EIRELI;R B 64, Qd10 Lt24;MT;Rondonopolis;Vila Paulista;78736-001;1;2,74E+13;136796702;5534705;L6 BRNC BK CO Agil AS 1 2 Ck
5401152;Magc Conveniencias Ltda ME;Av Miguel Sutil 4708, AnexoPosto;MT;Cuiaba;Despraiado;78048-000;1;2,74E+13;136792650;5534708;L6 BRNC BK CO Agil Trd e Cnv
5401211;Catan Const E Incorporadora Ltda;R Dos Mamoeiros 991, W QdA Lt 9;MT;Nova Mutum;Residencial Buritis;78450-000;1;1,50E+13;134454081;5534708;L6 BRNC BK CO Agil Trd e Cnv
5407612;Lider D Alimentos EIRELI;Rod Mt 320 SN, Km 32 Gp B;MT;Colider;Setor Industrial;78500-000;1;1,82E+13;134918002;5534713;L6 BRNC BK CO Agil Atj
5412059;Fernanda N M Supermercado EIRELI;R Paschoal Moreira Cab 622, Mercado;MT;Mirassol D Oeste;Residencial Alto Do Boa Vista;78280-000;1;2,77E+13;136870066;5534705;L6 BRNC BK CO Agil AS 1 2 Ck
5412457;Jackson Luiz Bortolini EIRELI ME;Av Tancredo Neves 2219;MT;Sorriso;Bela Vista;78890-000;1;2,72E+13;136752128;5534708;L6 BRNC BK CO Agil Trd e Cnv
5412466;J P Santos Padaria;Rua Terceira SN;PA;Itaituba;Uniao;68191-400;1;2,65E+12;152009566;5534706;L6 BRNC BK CO Agil AS 3 4 Ck
5413120;Supermercado Bom Vizinho EIRELI;Av Canaa SN;MT;Confresa;Centro;78652-000;1;2,79E+13;136879560;5534706;L6 BRNC BK CO Agil AS 3 4 Ck
5413123;Petroluz Bandeirantes A Posto Ltda;Av Sao Luiz SN;MT;Caceres;Jardim Sao Luiz;78200-000;1;1,98E+13;135513448;5534708;L6 BRNC BK CO Agil Trd e Cnv
5413124;Rondineli Costa Lima ME;R Pres Afonso Pena 101;MT;Caceres;Cidade Nova;78200-000;1;2,02E+13;135408253;5534716;L6 BRNC BK CO Agil Trd e Dms
5413138;Rts Comercio De Alimentos EIRELI ME;R Edilson Pedro Marte 7, Qd 13 Lt 7;MT;Itiquira;Ouro Branco Do Sul;78790-000;1;7,09E+12;132901790;5534705;L6 BRNC BK CO Agil AS 1 2 Ck
5413139;Marco Antonio Miranda Rocha;Av Cuiaba 141;MT;Itiquira;Centro;78790-000;1;2,74E+13;136795625;5534705;L6 BRNC BK CO Agil AS 1 2 Ck
5413143;Maria Julinda P Santos;Av Mato Grosso 302, Qd 16 Lt 6;MT;Sorriso;Distrito Primavera;78890-000;1;2,52E+13;136387314;5534706;L6 BRNC BK CO Agil AS 3 4 Ck
5413144;Pereira & Morais Silva Ltda ME;Av Cuiaba 194;MT;Itiquira;Centro;78790-000;1;1,70E+13;134670400;5534705;L6 BRNC BK CO Agil AS 1 2 Ck
5414603;Karla Aparecida Silva;Av Xavantes 425;MT;Barra Do Bugres;Maracana;78390-000;1;2,67E+13;136627803;5534712;L6 BRNC BK CO Agil Far B
5417046;Conveniencia Xodo EIRELI ME;R Perimetral Sude 10493, AnexoPosto;MT;Sorriso;Centro;78890-000;1;2,73E+13;136767737;5534708;L6 BRNC BK CO Agil Trd e Cnv
5417858;M C Da Hora Comercio ME;R Sto Antonio SN, RodBr163PA;PA;Altamira;Castelo De Sonhos;68379-200;1;2,67E+13;155463799;5534706;L6 BRNC BK CO Agil AS 3 4 Ck
5420417;M C De Aguiar & Barbosa Ltda ME;R Vigesima Nona 561, Franscisco;PA;Itaituba;Bela Vista;68180-360;1;2,48E+13;155242148;5534706;L6 BRNC BK CO Agil AS 3 4 Ck
5421629;Silvanete Silva Lima;Av Interpeninsular 4901;MT;Matupa;Cidade Alta;78525-000;1;2,76E+13;136827578;5534705;L6 BRNC BK CO Agil AS 1 2 Ck
5421630;Marcos Gilberto Stegaribe ME;Rod Mt 449 Km 06 SN, AnexoAoPos;MT;Lucas Do Rio Verde;Zona Rural;78455-000;1;1,80E+13;134869230;5534716;L6 BRNC BK CO Agil Trd e Dms
5423564;R Dos Santos EIRELI ME;Pca Brasilia 269;MT;Denise;Centro;78380-000;1;2,80E+13;136892159;5534706;L6 BRNC BK CO Agil AS 3 4 Ck
5423801;Delpizzo E Monteiro Ltda;Av Dos Canarios X Av 331, W Lt12 13;MT;Nova Mutum;Centro;78450-000;1;2,79E+13;136886361;5534708;L6 BRNC BK CO Agil Trd e Cnv
5425168;Leonardo B N Santos;Av Sao Jose SN;MT;Sao Jose Do Xingu;Centro;78663-000;1;2,05E+13;135466504;5534716;L6 BRNC BK CO Agil Trd e Dms
5426698;Confeitaria L R Oliveira Ltda ME;Rua Dos Flamboyant S 90, WQd55Lt11;MT;Nova Mutum;Centro;78450-000;1;2,73E+13;136780725;5534716;L6 BRNC BK CO Agil Trd e Dms
5427818;Fabio Junior P Morais;R Hum 165;MT;Alto Taquari;Pq Taquari;78785-000;1;2,76E+13;136833110;5534706;L6 BRNC BK CO Agil AS 3 4 Ck
5427819;S Helena Marcondes Messias ME;R Arnaldo Estevao de Figueiredo 275;MT;Rondonopolis;Centro;78700-150;1;1,48E+13;134433092;5534716;L6 BRNC BK CO Agil Trd e Dms
5427821;Leoniria C Pereira;R Das Azaleias SN, Casa;MT;Apiacas;Primavera;78595-000;1;2,15E+13;135626943;5534716;L6 BRNC BK CO Agil Trd e Dms
5427837;Antonio R Almeida;R 2 SN;MT;Alto Garcas;Mangueira;78770-000;1;2,06E+13;135482321;5534705;L6 BRNC BK CO Agil AS 1 2 Ck
5427850;Silveira De Freitas E Freitas Ltda;Rua Dr Jose Morbeck SN;MT;Alto Araguaia;Centro;78780-000;1;2,66E+13;131240641;5534705;L6 BRNC BK CO Agil AS 1 2 Ck
5427880;Joana Pires Rocha;Av Tiradentes 615;MT;Alto Garcas;Brasilandia;78770-000;1;2,76E+13;136837760;5534716;L6 BRNC BK CO Agil Trd e Dms
5428805;H N De Sousa ME;Av Maranhao 1628, NW;MT;Campo Novo Do Parecis;Jardim Das Palmeiras;78360-000;1;2,66E+13;130962333;5534705;L6 BRNC BK CO Agil AS 1 2 Ck
5428831;Luiz Leandro Ferreira EIRELI ME;Av 7 De Setembro 1500;MT;Alto Garcas;Centro;78770-000;1;2,42E+13;136209092;5534716;L6 BRNC BK CO Agil Trd e Dms
5430355;Concordia Com Combustiveis Ltda;Av da FEB 1610, Lado E;MT;Varzea Grande;Ponte Nova;78115-000;1;8,77E+12;135320356;5534708;L6 BRNC BK CO Agil Trd e Cnv
5430357;M N Da Silva Alimentos;Rua Sao Paulo 1019, Ne S 01;MT;Campo Novo Do Parecis;Centro;78360-000;1;2,04E+13;135474752;5534708;L6 BRNC BK CO Agil Trd e Cnv
5430364;Juliano Naves Marques;Av Casa 295, Casa;MT;Araguainha;Avenida Couto Magalhaes;78615-000;1;2,74E+13;136803512;5534705;L6 BRNC BK CO Agil AS 1 2 Ck
5430367;Lariane L De Souza;Av Angelica 315, Sala 1;MT;Alto Taquari;Parque Alto Taquari;78785-000;1;2,53E+13;136424201;5534716;L6 BRNC BK CO Agil Trd e Dms
5430368;Everton P Da Silva & Cia Ltda ME;Av Adelino Jose Zamo 713;MT;Campos De Julio;Centro;78307-000;1;1,68E+13;135968232;5534708;L6 BRNC BK CO Agil Trd e Cnv
5430431;Ferreira & Oliveira Silva Ltda ME;Av Brasil 704, Ne;MT;Campo Novo Do Parecis;Centro;78360-000;1;2,17E+13;135651140;5534716;L6 BRNC BK CO Agil Trd e Dms
5431645;M U De Oliveira Com Varejista ME;R Oitava 490, Oitava;PA;Itaituba;Floresta;68181-340;1;1,35E+13;153331089;5534705;L6 BRNC BK CO Agil AS 1 2 Ck
5431734;Mattheus J S Linhares;R Ver Maria Da Gloria Favero 1031;MT;Alto Araguaia;Aeroporto;78780-000;1;2,43E+13;136158447;5534716;L6 BRNC BK CO Agil Trd e Dms
5431736;Vitor R Matos Santiago;R Marcilene Fagundes Pe 803, W Sl 1;MT;Comodoro;Cidade Verde;78310-000;1;2,81E+13;136906303;5534705;L6 BRNC BK CO Agil AS 1 2 Ck
5431741;Irmaos Morandini LTDA ME;Avenida Senador Julio Campos 1325;MT;Brasnorte;Centro;78350-000;1;2,69E+13;136650589;5534705;L6 BRNC BK CO Agil AS 1 2 Ck
5431742;Joilma M Souza ME;Avenida Canaa 114;MT;Confresa;Centro;78652-000;1;2,66E+13;136601332;5534705;L6 BRNC BK CO Agil AS 1 2 Ck
5432525;P H Donato De Oliveira EIRELI ME;Rua Antonio Ferreira De And 1567, S;MT;Tangara Da Serra;Jardim Rio Preto;78300-000;1;2,44E+13;136209610;5534716;L6 BRNC BK CO Agil Trd e Dms
5432526;J J Oliveira C V P Alimenticios ME;Avenida Beija Flor 604, S;MT;Tangara Da Serra;Jardim Res. Alto Da Boa Vista;78300-000;1;1,86E+13;135042283;5534716;L6 BRNC BK CO Agil Trd e Dms
5432737;L R Garzella EIRELI;Av Florianopolis 619;MT;Primavera Do Leste;Centro Leste;78850-000;1;2,78E+13;136862527;5534707;L6 BRNC BK CO Agil AS 5
5433608;Tatiane Aguiar Oliveira Souza;R Amazonas 199, Cs;MT;Pontes E Lacerda;Centro;78250-000;1;2,69E+13;136688284;5534705;L6 BRNC BK CO Agil AS 1 2 Ck
5433618;Nubia Rosangela De Anunciacao;Av Ipes 556, Sl;MT;Pontes E Lacerda;Jardim Mora Da Serra;78250-000;1;2,64E+13;136557902;5534705;L6 BRNC BK CO Agil AS 1 2 Ck
5433642;Ivo Trevizol EPP;R Sao Pedro 112;MT;Itauba;Sol Nascente;78510-000;1;1,15E+13;133862798;5534716;L6 BRNC BK CO Agil Trd e Dms
5433645;Sidineia Alves Da Silva Soares ME;R S Paulo 09, Qd13;MT;Cuiaba;Jardim Novo Horizonte;78058-689;1;1,21E+13;133940357;5534716;L6 BRNC BK CO Agil Trd e Dms
5433647;Valdemar Dos Santos & Cia Ltda ME;R Zelino Agostinho Lorenzett 538, S;MT;Campos De Julio;Centro;78307-000;1;1,58E+13;134602358;5534705;L6 BRNC BK CO Agil AS 1 2 Ck
5433653;Nilton R Da Silva;Av Geraldo Advincula Da Silva SN;MT;Porto Esperidiao;Vila Cardoso;78240-000;1;2,64E+13;136545033;5534716;L6 BRNC BK CO Agil Trd e Dms
5433655;Arthur Belchior Silva;Av Perimetral SN;MT;Barra Do Garcas;Jardim Nova Barra;78600-000;1;2,14E+13;136208916;5534705;L6 BRNC BK CO Agil AS 1 2 Ck
5433692;E C Teixeira Panificadora ME;Avenida Araguaia 1717;MT;Agua Boa;Primavera;78635-000;1;7,53E+12;133075508;5534716;L6 BRNC BK CO Agil Trd e Dms
5436684;J D Rodrigues Comercio ME;Avenida Cuiaba 100, St N Brasi;MT;Nova Xavantina;Uniao;78690-000;1;2,70E+13;136717918;5534705;L6 BRNC BK CO Agil AS 1 2 Ck
5438027;Judite Stos Azevedo & Cia Ltda ME;Av Xavantes 536;MT;Barra Do Bugres;Maracana;78390-000;1;1,31E+13;134126912;5534705;L6 BRNC BK CO Agil AS 1 2 Ck
5438104;Joao Romera Vasconcelos ME;Av Santos Dumont 440, Salao;MT;Barra Do Bugres;Pronav;78390-000;1;2,52E+13;136407072;5534705;L6 BRNC BK CO Agil AS 1 2 Ck
5438126;Rozineide Ruth S M F Comercial EPP;Avenida Sao Paulo SN;MT;Marcelandia;Analandia do Norte;78535-000;1;1,36E+13;134220170;5534706;L6 BRNC BK CO Agil AS 3 4 Ck
5438761;Magna Do Carmo De Melo Cunho ME;R Interna B SN, Qd26B Lt9;MT;Itiquira;Ouro Branco Do Sul;78790-000;1;2,14E+13;135618517;5534705;L6 BRNC BK CO Agil AS 1 2 Ck
5439887;Mercearia E A Catarinense Ltda ME;R Jose Luiz Borges Garci 23, Q21L23;MT;Cuiaba;Jardim Araca;78035-200;1;1,81E+13;134857992;5534705;L6 BRNC BK CO Agil AS 1 2 Ck
5440593;S F G Lanchonete E Rest EIRELI ME;Avenida Prefeito Valdir Masu 365, N;MT;Comodoro;Centro;78310-000;1;2,50E+13;136435017;5534716;L6 BRNC BK CO Agil Trd e Dms
5441037;I S Santana Comercio ME;Rua Joao De Barro 1426, NW;MT;Campo Novo Do Parecis;Jardim Das Palmeiras;78360-000;1;1,35E+13;134192974;5534716;L6 BRNC BK CO Agil Trd e Dms
5441038;Fabiana De Oliveira;R Das Garcas 1447, NW;MT;Campo Novo Do Parecis;Jardim Das Palmeiras;78360-000;1;2,46E+13;136240135;5534705;L6 BRNC BK CO Agil AS 1 2 Ck
5441374;Arauna Hotelaria Conveniencia Ltda;Rodovia Br 158 SN;MT;Confresa;Setor Industrial;78652-000;1;2,74E+13;136809782;5534705;L6 BRNC BK CO Agil AS 1 2 Ck
5441815;Ana Paula Da Luz Correia ME;Avenida Presidente Joao Goular 1116;MT;Campo Verde;Cidade Alta II;78840-000;1;2,60E+13;136459080;5534705;L6 BRNC BK CO Agil AS 1 2 Ck
5442726;Restaurante Pampas Ltda Me;R Treze de Junho 2488;MT;Cuiaba;Porto;78025-000;1;1,58E+13;134571797;5534716;L6 BRNC BK CO Agil Trd e Dms
5442841;H Nascimento Amorim EIRELI EPP;Avenida Julio Domingos De 6100, Lt;MT;Varzea Grande;Jardim Dos Estados;78158-034;1;1,74E+13;136794629;5534707;L6 BRNC BK CO Agil AS 5
5443376;Devani Mariano EPP;Av Mal Deodoro 1231;MT;Cuiaba;Centro Norte;78005-100;1;2,76E+13;136845185;5534716;L6 BRNC BK CO Agil Trd e Dms
5444638;D Leni Golfe Demarco Me;Av Cel Escolastico 601;MT;Cuiaba;Bandeirantes;78010-200;1;1,09E+13;133760863;5534716;L6 BRNC BK CO Agil Trd e Dms
5446802;Triches E Ferreira Ltda Me;Rua Dos Cedros 3134, W;MT;Nova Mutum;Jd Primavera Ii;78450-000;1;2,35E+13;136025889;5534705;L6 BRNC BK CO Agil AS 1 2 Ck
5446803;Mercado Ideal Ltda Me;Av Das Gaivotas 2783, W;MT;Nova Mutum;Arara Azul;78450-000;1;2,76E+13;136836798;5534705;L6 BRNC BK CO Agil AS 1 2 Ck
5446805;Michel Andre Dilly De Godoy Me;Avenida Das Emas 332, N;MT;Nova Mutum;Centro;78450-000;1;1,87E+13;135058473;5534708;L6 BRNC BK CO Agil Trd e Cnv
5447957;Hotel Capelari Eireli Me;Avenida Mutum 82, N;MT;Nova Mutum;Centro;78450-000;1;1,50E+13;135493404;5534716;L6 BRNC BK CO Agil Trd e Dms
5448065;Orlando Silva Torres;R B 411;MT;Jaciara;Jd Vitoria;78820-000;1;2,49E+13;136323618;5534716;L6 BRNC BK CO Agil Trd e Dms
5449639;Gustavo L Santos;R Marilia 1224, Setor Sul;MT;Tangara Da Serra;Jardim Rio Preto;78300-000;1;2,73E+13;136773486;5534705;L6 BRNC BK CO Agil AS 1 2 Ck
5451169;Karla Miranda Duarte Abreu ME;Rod Mt 473 SN, Km 1;MT;Pontes E Lacerda;Chacara 207;78250-000;1;2,83E+13;136940684;5534708;L6 BRNC BK CO Agil Trd e Cnv
5451360;G O Pasqualotto De Franca;Av J K 1616, Lt10Qd5Sl1;MT;Juina;Setor De Servicos;78320-000;1;2,71E+13;136822134;5534708;L6 BRNC BK CO Agil Trd e Cnv
5451823;Atual Fest Comercio Bebidas Ltda ME;Av Antonio Castilho SN, Terreo;MT;Carlinda;Centro;78587-000;1;1,84E+13;134970632;5534716;L6 BRNC BK CO Agil Trd e Dms
5453508;Caramelado Com Ind Doces Ltda Me;Av Lions Inter 279;MT;Rondonopolis;Parque Real;78740-347;1;2,01E+13;135413508;5534716;L6 BRNC BK CO Agil Trd e Dms
5453511;D R Junior Panificadora Me;R A 125, Lt 21;MT;Cuiaba;Morada do Ouro - Setor Centro Norte;78053-384;1;2,02E+13;135404614;5534716;L6 BRNC BK CO Agil Trd e Dms
5453512;Arilton Souza Pinto;R Gravateiro SN, Cj 3;MT;Cuiaba;CPA IV;78058-206;1;2,31E+13;135886945;5534716;L6 BRNC BK CO Agil Trd e Dms
5453513;K Trindade Da Silva Pereira Me;Rua Florinda Negrao 443;MT;Cuiaba;Alto Da Boa Vista;78048-990;1;2,75E+13;136816835;5534705;L6 BRNC BK CO Agil AS 1 2 Ck
5454560;Claudemircio Correia Fernandes EPP;R Julio Domingos De Cam 3688, Qd 18;MT;Varzea Grande;Jardim Gloria l;78140-340;1;2,52E+12;136940307;5534707;L6 BRNC BK CO Agil AS 5
5455680;Bettin E Macedo Ltda ME;Av Lions Inter 81;MT;Rondonopolis;Nucleo Habitacional Rio Vermelho;78740-323;1;2,23E+13;135778964;5534716;L6 BRNC BK CO Agil Trd e Dms
5455714;Irmo Padovani & Cia Ltda ME;Av Primeiro De Maio SN;MT;Apiacas;Primavera;78595-000;1;2,01E+13;135441560;5534706;L6 BRNC BK CO Agil AS 3 4 Ck
5459209;Mercado Campeao Ltda ME;Avenida Cuiaba 73;MT;Guaranta Do Norte;Jardim Vitoria;78520-000;1;2,84E+13;136949118;5534705;L6 BRNC BK CO Agil AS 1 2 Ck
5459214;Rubens Soares De Oliveira;Av Padre Nazareno Lanciotti 655, Lj;MT;Jauru;Centro;78255-000;1;2,43E+13;136169996;5534716;L6 BRNC BK CO Agil Trd e Dms
5459231;Luciano C G Loja Conveniencia EPP;Avenida Salome Jose Ro 1428, Sala 1;MT;Barra Do Garcas;Alto Da Boa Vista;78600-000;1;2,67E+13;136620337;5534705;L6 BRNC BK CO Agil AS 1 2 Ck
5459237;Josely Lopes Silva Restaurante ME;Avenida Espirito Santos 798, S;MT;Lucas Do Rio Verde;Jardim Das Palmeiras;78455-000;1;2,18E+13;135679621;5534716;L6 BRNC BK CO Agil Trd e Dms
5459242;Walter N Da S Boabaid;R Dos Limoeiros 435, N;MT;Comodoro;Sao Francisco;78310-000;1;2,54E+13;136436951;5534716;L6 BRNC BK CO Agil Trd e Dms
5459244;Mercearia E Panif Dia A Dia Ltda ME;R Rio De Janeiro 891, StNQd183Lt;MT;Comodoro;Sao Francisco De Assis;78310-000;1;2,83E+13;136947611;5534705;L6 BRNC BK CO Agil AS 1 2 Ck
5460652;RB Supermercado Ltda EPP;R Alm Barroso 448, Lot C Sul;MT;Varzea Grande;Centro Sul;78110-046;1;2,79E+13;136877052;5534707;L6 BRNC BK CO Agil AS 5
5460657;N C Floss Comercio De Alimentos EPP;Av Brasil SN;MT;Apiacas;Centro;78595-000;1;2,68E+13;136633102;5534706;L6 BRNC BK CO Agil AS 3 4 Ck
5460658;Almir Heitor Duarte Junior ME;Rod Br 364 SN, Km 128;MT;Pedra Preta;Jardim Tatuape;78795-000;1;2,52E+13;136456588;5534716;L6 BRNC BK CO Agil Trd e Dms
5463730;Rocedale Paes E Congelados Ltda ME;Av D Orlando Chaves 925;MT;Varzea Grande;Manga;78115-800;1;1,46E+13;134395611;5534716;L6 BRNC BK CO Agil Trd e Dms
5466123;Paulo Jonas Alves De Campos ME;Av Guanabara SN;MT;Paranaita;Jardim Esperanca;78590-000;1;2,84E+13;136955258;5534705;L6 BRNC BK CO Agil AS 1 2 Ck
5466124;M De Andrade Supermercado;Av Mato Grosso 841, W Lt1 St I;MT;Juina;Setor I Modulo 5;78320-000;1;2,69E+13;136679838;5534705;L6 BRNC BK CO Agil AS 1 2 Ck
5471990;V L Maria Vargas Mercado ME;Rodovia Br 070 SN, Km 66;MT;General Carneiro;Centro;78620-000;1;2,14E+13;135612616;5534716;L6 BRNC BK CO Agil Trd e Dms
5474753;Fabiana Fernandes Da Cruz ME;Rua Joaquim Murtinho 606;MT;Caceres;Cavalhada;78200-000;1;2,72E+13;136756620;5534716;L6 BRNC BK CO Agil Trd e Dms
5474991;Evandro Rogerio Bernardi ME;Av Jatoba 973;MT;Guaranta Do Norte;Centro;78520-000;1;2,98E+12;136068677;5534716;L6 BRNC BK CO Agil Trd e Dms
5477829;Jurema R De Oliveira;R Das Castanheiras 898;MT;Guaranta Do Norte;Cidade Nova;78520-000;1;1,30E+13;134099915;5534705;L6 BRNC BK CO Agil AS 1 2 Ck
5477834;Rosely Menezes Da Costa ME;Av Ayrton Senna 1345, Qd 4 Lt 20;MT;Novo Mundo;Setor I;78528-000;1;2,42E+13;136155065;5534705;L6 BRNC BK CO Agil AS 1 2 Ck
5479716;Vinicios De Oliveira Fernandes ME;Av Mato Grosso 1081, WLt24Qd155;MT;Juina;Eixo Coemrcial 3 Mod 5;78320-000;1;2,44E+13;136200540;5534706;L6 BRNC BK CO Agil AS 3 4 Ck
5479727;Eufrasio Macena Da Silva ME;Av Tiradentes 19, Q06L19;MT;Varzea Grande;Jardim Manaira;78156-212;1;2,01E+13;135382513;5534716;L6 BRNC BK CO Agil Trd e Dms
5481963;Faganello Paula Conveniencia Eireli;R Colonizador Enio Pipino 4421, A;MT;Sinop;Setor Industrial Norte;78550-528;1;2,81E+13;136941664;5534708;L6 BRNC BK CO Agil Trd e Cnv
5482668;Kellen T P Oliveira;R Gov Valadares 17;MT;Cuiaba;Altos Da Serra I;78052-334;1;2,60E+13;136465544;5534705;L6 BRNC BK CO Agil AS 1 2 Ck
5482673;E Hinckel;Rod Cuiaba Santarem SN, Km 1347;PA;Trairao;Bela Vista Do Caracol;68198-000;1;6,34E+12;152397604;5534708;L6 BRNC BK CO Agil Trd e Cnv
5482680;Luciano M Cabral;Rod Cuiaba Santarem 310;PA;Trairao;Centro;68198-000;1;2,81E+13;155687565;5534716;L6 BRNC BK CO Agil Trd e Dms
5482681;Leidiane Aparecida Seibt Neves ME;R B 96;MT;Rondonopolis;Residencial Azaleias;78717-816;1;2,28E+13;135843600;5534706;L6 BRNC BK CO Agil AS 3 4 Ck
