cod_cli;razao;endereco;uf;cidade;bairro;cep;telefone;cnpj;insc;canal;hierarquia
3968705;Francisco O Salina Junior;Avenida Tancredo Neves SN;MT;Nova Ubirata;Centro;78888-000;1;4,90E+12;132067714;5534716;L6 BRNC BK CO Agil Trd e Dms
3972199;Guiomar Negrisolli Bellincanta;Rua das Cerejeiras 295, Qd 48 Lt 9;MT;Sinop;Jardim Botanico;78556-004;1;1,52E+13;134485718;5534716;L6 BRNC BK CO Agil Trd e Dms
3976089;A R de Souza Supermercado ME;Avenida Mato Grosso 1034;MT;Denise;Centro;78380-000;1;1,48E+13;134413830;5534706;L6 BRNC BK CO Agil AS 3 4 Ck
3976123;Supermercado Novos Campos Ltda ME;R Alencar Bortolanza 949;MT;Sorriso;Novos Campos;78890-000;1;1,48E+13;134424069;5534705;L6 BRNC BK CO Agil AS 1 2 Ck
3976158;G L Basilio ME;R Panama 414, N;MT;Nova Olimpia;Jd Sao Joao;78370-000;1;1,36E+13;134226569;5534716;L6 BRNC BK CO Agil Trd e Dms
3977309;Vagner A Dos Santos EIRELI;R Professor Floriano Siqueira D 288;MT;Cuiaba;Novo Terceiro;78028-301;1;3,57E+12;131917455;5534716;L6 BRNC BK CO Agil Trd e Dms
3980011;Renascenca Auto Posto Ltda;Rua Vila Maria 177, A;MT;Cuiaba;Bau;78008-060;1;4,83E+12;133985164;5534708;L6 BRNC BK CO Agil Trd e Cnv
3984625;Super Uniao Confresa EIRELI ME;Rua Ipora 88;MT;Confresa;Centro;78652-000;1;1,14E+13;133814858;5534706;L6 BRNC BK CO Agil AS 3 4 Ck
3984627;Genivone Lira Reis Piagem;Rua Dois SN;MT;Porto Alegre do Norte;Setor Aeroporto;78655-000;1;1,11E+13;133770605;5534706;L6 BRNC BK CO Agil AS 3 4 Ck
3984662;P E Pimenta Supermercado;Rua do Comercio 244;MT;Confresa;Setor Vila Nova;78652-000;1;8,40E+12;133278239;5534706;L6 BRNC BK CO Agil AS 3 4 Ck
3989804;Duarte Filho & Neres Ltda ME;Avenida Tamburello 41;MT;Cotriguacu;Vila Nova;78330-000;1;1,52E+13;134483510;5534706;L6 BRNC BK CO Agil AS 3 4 Ck
3990810;Renato Mosquen Silva;Av Tiradentes 14, Qd 9;MT;Varzea Grande;Jardim Manaira;78156-212;1;3,15E+12;131878964;5534705;L6 BRNC BK CO Agil AS 1 2 Ck
3994868;Luziete Pereira De Freitas;Av Vereadora Maria da Glo 500, Sala;MT;Alto Araguaia;Vila Aeroporto;78780-000;1;1,30E+13;134103912;5534705;L6 BRNC BK CO Agil AS 1 2 Ck
3994875;Izabel Martins da Silva ME;Rua Jeronimo Samita Maia 845, A;MT;Alto Araguaia;Centro;78780-000;1;8,75E+12;133356540;5534707;L6 BRNC BK CO Agil AS 5
3994878;Maria Ilza Rosa de Oliveira;Rodovia Rodovia  BR 364 SN, KM 124;MT;Pedra Preta;Zona Ruaral;78795-000;1;1,23E+13;133982866;5534716;L6 BRNC BK CO Agil Trd e Dms
3995989;Mario Fernandes Pereira Chaves;Av Vereador Antonio Lourenco Ne 668;MT;Rondonopolis;Cj Sao Jose;78715-448;1;1,21E+13;134009010;5534708;L6 BRNC BK CO Agil Trd e Cnv
3997007;Drogaria Bem Estar Ltda ME;Av Sao Bernardo 230;MT;Nova Lacerda;Centro;78243-000;1;1,02E+13;133594858;5534713;L6 BRNC BK CO Agil Atj
3997309;F Santos Ferreira Sorveteria ME;Rua Das Goiabeiras 278;MT;Conquista D Oeste;Centro;78254-000;1;1,19E+13;133884090;5534716;L6 BRNC BK CO Agil Trd e Dms
3998377;Supermercado Mwc Ltda ME;Rua Francisco Mendes de 700, Lote A;MT;Alto Taquari;Centro;78785-000;1;1,45E+13;134389417;5534707;L6 BRNC BK CO Agil AS 5
3998389;Panificadora Taquari Ltda ME;Avenida Macario Subtil 796, Lote 01;MT;Alto Taquari;Centro;78785-000;1;1,44E+13;134353919;5534716;L6 BRNC BK CO Agil Trd e Dms
4000479;W Majella da Silva ME;R Goncalo Domingos de Campos 270, B;MT;Varzea Grande;Figueirinha;78140-070;1;1,54E+13;134520246;5534705;L6 BRNC BK CO Agil AS 1 2 Ck
4002049;Alberto B A Ferreira;R Guimaraes Filho 20;MT;Rondonopolis;Jd Atlantico;78735-633;1;1,15E+13;133856259;5534716;L6 BRNC BK CO Agil Trd e Dms
4004215;Drogaria Rodrigues Ltda ME;Av Mato Grosso 1707, E;MT;Lucas Do Rio Verde;Cidade Nova;78455-000;1;3,91E+12;131951386;5534711;L6 BRNC BK CO Agil Far C
4004218;Rosely de Fatima Vieira Nascimento;Rua Vilas Boas 263, E;MT;Tabapora;Centro;78563-000;1;6,96E+12;132744031;5534716;L6 BRNC BK CO Agil Trd e Dms
4005989;Rafale Restaurante Ltda ME;Av Das Arapongas 594, N Sala B;MT;Nova Mutum;Jd Das Orquideas;78450-000;1;1,05E+13;134369033;5534716;L6 BRNC BK CO Agil Trd e Dms
4006002;Engel & Cia Ltda ME;Rua Centro Sul 43;MT;Juruena;Cidade Alta;78340-000;1;1,26E+13;134017838;5534706;L6 BRNC BK CO Agil AS 3 4 Ck
4008730;C F Rocha Comercio;Avenida Rio Curua SN;PA;Altamira;Cachoeira;68379-200;1;8,85E+12;152613501;5534706;L6 BRNC BK CO Agil AS 3 4 Ck
4008768;Ana Paula de Moraes ME;Rua Projetada 04 2282, Lt01QdCS2;MT;Santa Rita do Trivelato;Jardim Moroco;78453-000;1;1,17E+13;133859223;5534708;L6 BRNC BK CO Agil Trd e Cnv
4008781;F E Setter ME;Avenida Tancredo Neve 1600, Sala 02;MT;Nova Ubirata;Centro;78888-000;1;1,04E+13;133620174;5534716;L6 BRNC BK CO Agil Trd e Dms
4009214;Janete Jesus Guilherme Trincaus ME;Rua Projetada 2, Qd 69 Lt 8;MT;Nova Ubirata;Jardim Vitoria;78888-000;1;1,16E+13;133868800;5534705;L6 BRNC BK CO Agil AS 1 2 Ck
4009471;D P Diniz;R Comendador Manoel Pedro Oliv 1253;MT;Aripuana;Cidade Alta;78325-000;1;9,64E+12;133568474;5534706;L6 BRNC BK CO Agil AS 3 4 Ck
4010249;Osmar Batista dos Santos Junior EPP;Rua Lazaro Moreira 1360, Lt 42 Qd61;MT;Nova Bandeirantes;Centro;78565-000;1;1,53E+13;134505140;5534706;L6 BRNC BK CO Agil AS 3 4 Ck
4010586;T M Ramos Combustiveis EPP;Av Filinto Muller SN, Qd22 Lt21;MT;Varzea Grande;Jardim Itororo;78120-000;1;1,42E+13;134394291;5534708;L6 BRNC BK CO Agil Trd e Cnv
4011930;Jeane Lima Da Silva;R da Areeia SN, Qd 01;MT;Caceres;Jardim das Oliveiras;78200-000;1;1,26E+13;134017250;5534705;L6 BRNC BK CO Agil AS 1 2 Ck
4015519;Beckmann Com Prod Alim EIRELI ME;Avenida Mato Grosso 967;MT;Canarana;Jardim Tropical;78640-000;1;1,50E+13;134458230;5534706;L6 BRNC BK CO Agil AS 3 4 Ck
4021129;Lucineia Duarte de Souza;Av Santos Dumont 350;MT;Caceres;Dner;78200-000;1;1,43E+13;134533640;5534716;L6 BRNC BK CO Agil Trd e Dms
4022454;Claudete V Milhoranca Mercado ME;Rua Rio Grande do Sul SN, Centro;MT;Sao Jose do Rio Claro;Centro;78435-000;1;1,16E+13;133841472;5534707;L6 BRNC BK CO Agil AS 5
4025186;Vilson Eli ME;Avenida Riograndense SN, Chacara71;MT;Terra Nova do Norte;Agrovila Miraguai;78505-000;1;1,38E+13;134252373;5534706;L6 BRNC BK CO Agil AS 3 4 Ck
4025261;Gabriela de Brito Malaguti ME;Avenida Interpeninsular 3505;MT;Matupa;Centro;78525-000;1;3,34E+12;133842401;5534706;L6 BRNC BK CO Agil AS 3 4 Ck
4026058;Churrascaria Lanchonete S Cristovao;Rodovia BR 163 SN, KM 667;MT;Lucas do Rio Verde;Zona Rural;78455-000;1;4,46E+12;132017253;5534708;L6 BRNC BK CO Agil Trd e Cnv
4027425;Tottene E Goncalves Taveira S Ltda;Avenida Brasil 1314;MT;Peixoto de Azevedo;Liberdade;78530-000;1;1,33E+13;134157141;5534706;L6 BRNC BK CO Agil AS 3 4 Ck
4027947;Le Bruto Hamburgueria Ltda;Av Parana 855 S, Q72 S4 L10;MT;Lucas Do Rio Verde;Menino Deus;78455-000;1;1,55E+13;134535197;5534706;L6 BRNC BK CO Agil AS 3 4 Ck
4029985;Nelci Maria Hahnn;R 05 2404;MT;Matupa;Zc1 003;78525-000;1;1,34E+13;134184610;5534706;L6 BRNC BK CO Agil AS 3 4 Ck
4032427;Pereira Rosa;Rua Altamira 365, Comercio;PA;Altamira;Castelo De Sonhos;68379-200;1;1,04E+13;152785531;5534706;L6 BRNC BK CO Agil AS 3 4 Ck
4032569;Analice Voginski;Rua Debora Miquele SN;PA;Novo Progresso;Comunidade Vila Isol;68193-000;1;1,49E+13;153597852;5534706;L6 BRNC BK CO Agil AS 3 4 Ck
4032634;R M Yamaguchi;Avenida Orival Prazeres 2469;PA;Novo Progresso;Vista Alegre;68193-000;1;1,25E+13;153116757;5534706;L6 BRNC BK CO Agil AS 3 4 Ck
4033058;Mateus Mateus Ltda;Avenida Santo Antonio 269, Centro;PA;Altamira;Castelo de Sonhos;68379-200;1;1,37E+13;153364149;5534716;L6 BRNC BK CO Agil Trd e Dms
4033138;M Lucia Bazarelo;Av Dr Isaias Pinheiros Antunes 1408;PA;Novo Progresso;Santa Luzia;68193-000;1;1,14E+13;152932607;5534716;L6 BRNC BK CO Agil Trd e Dms
4033343;Besegatto & Besegatto Ltda;Avenida 3 de Maio SN, KM 975;PA;Altamira;Cachoeira da Serra;68371-163;1;1,19E+13;153012005;5534706;L6 BRNC BK CO Agil AS 3 4 Ck
4033501;Alcione Angonese;Avenida 3 de Maio BR 163 24, KM 885;PA;Altamira;Cachoeira da Serra;68371-163;1;1,05E+13;152795480;5534716;L6 BRNC BK CO Agil Trd e Dms
4033517;L N da Silva Supermercado ME;Rua Manoel Santana 507;MT;Sinop;Jardim Boa Esperanca;78553-835;1;1,95E+11;134348311;5534705;L6 BRNC BK CO Agil AS 1 2 Ck
4033538;Donatti & Troian Ltda ME;Rua 1 D SN;PA;Itaituba;Moraes Almeida;68189-000;1;9,57E+12;152732810;5534716;L6 BRNC BK CO Agil Trd e Dms
4033558;Comercio Gen A Ouro Branco Ltda EPP;Rodovia BR 163 SN, KM 1000;PA;Novo Progresso;Vila Isol;68193-000;1;2,89E+12;152027777;5534706;L6 BRNC BK CO Agil AS 3 4 Ck
4034103;Rodrigues & Faquin Ltda ME;Praca Frei Liberato 108;MT;Itiquira;Centro;78790-000;1;1,21E+13;133962334;5534705;L6 BRNC BK CO Agil AS 1 2 Ck
4034140;V N I Comercio de Combustiveis Ltda;Avenida Adelino de Souza Campos 322;MT;Itiquira;Centro;78790-000;1;9,01E+12;133460355;5534708;L6 BRNC BK CO Agil Trd e Cnv
4034246;R Nardi e Cia Ltda ME;Av Tancredo Neves 1439;MT;Sorriso;Bela Vista;78890-000;1;9,59E+12;133557820;5534711;L6 BRNC BK CO Agil Far C
4034255;Lanchonete Sorrisao Ltda EPP;Av Idemar Riedi 11618;MT;Sorriso;Industrial;78890-000;1;7,53E+12;133077217;5534716;L6 BRNC BK CO Agil Trd e Dms
4039800;Knorst & Knorst Ltda ME;Rua das Flores SN;MT;Itanhanga;Centro;78579-000;1;7,41E+12;133637085;5534716;L6 BRNC BK CO Agil Trd e Dms
4041225;M da S R Silverio ME;R Antonio Maria 176;MT;Caceres;Centro;78200-000;1;1,30E+13;134128010;5534711;L6 BRNC BK CO Agil Far C
4041226;J P D Com De Embalagens Ltda ME;R da Tapagem 277;MT;Caceres;Centro;78200-000;1;8,22E+12;133232832;5534710;L6 BRNC BK CO Agil Atc
4041395;Marcio Adrian Pereira Nascimento ME;Rua Curitiba 10;MT;Itanhanga;Centro;78579-000;1;1,43E+13;134349440;5534716;L6 BRNC BK CO Agil Trd e Dms
4050689;Fabiano Ribeiro Cunha ME;Rua Almirante Barros SN, Q 07 Lj 03;MT;Alto Paraguai;Bela Vista;78410-000;1;4,68E+12;133765270;5534705;L6 BRNC BK CO Agil AS 1 2 Ck
4051504;Farmacia Bandeirantes Ltda ME;Av Vitoria Regia 687, Sl 02 W;MT;Lucas Do Rio Verde;Bandeirantes;78455-000;1;1,52E+13;134490363;5534711;L6 BRNC BK CO Agil Far C
4051519;Farmacia Garoni Ltda ME;Av Angelo Antonio Dall Alba 1255, S;MT;Lucas do Rio Verde;Cerrado;78455-000;1;1,38E+13;134261321;5534711;L6 BRNC BK CO Agil Far C
4051528;Cicero Balbino Silva;R Dos Girassois SN;MT;Aripuana;Jardim Parana;78325-000;1;1,22E+13;133973263;5534705;L6 BRNC BK CO Agil AS 1 2 Ck
4052838;Olavo M de Avila ME;Avenida Maria do Carmo S Lopes 11;MT;Nova Monte Verde;Centro;78593-000;1;7,05E+13;131474570;5534706;L6 BRNC BK CO Agil AS 3 4 Ck
4053185;R Baumgarten;Av Guilherme Dobri 8;MT;Apiacas;Bom Jesus II;78595-000;1;8,20E+12;ISENTO;5534716;L6 BRNC BK CO Agil Trd e Dms
4053632;Dem e Dem Com de Combustiveis Ltda;Av Dep Milton Teixeira de Figue 645;MT;Cuiaba;Morada do Ouro;78053-500;1;1,32E+13;134394186;5534708;L6 BRNC BK CO Agil Trd e Cnv
4054180;Davi Silva Contrera;Av Brasil 1120, Anexo;MT;Apiacas;Bom Jesus;78595-000;1;1,50E+13;134456750;5534716;L6 BRNC BK CO Agil Trd e Dms
4055721;Santos & Zuanazzi Ltda;Avenida Ananias Nunes Seabra SN;MT;Mirassol D Oeste;Distrito Sonho Azul;78284-000;1;1,05E+13;133637506;5534706;L6 BRNC BK CO Agil AS 3 4 Ck
4059089;Ronilson Nogueira Furtado ME;Avenida Sarkis Samara 160;MT;Alto Taquari;Parque Alto Taquari;78785-000;1;1,53E+13;134515684;5534706;L6 BRNC BK CO Agil AS 3 4 Ck
4059687;Altair Dal Soto;Av Rio Grande do Sul 1664;MT;Nova Xavantina;Uniao;78690-000;1;1,19E+13;133928799;5534716;L6 BRNC BK CO Agil Trd e Dms
4059703;Marlei de Lordes Moresco Drier;Rua Geneci Castanha SN;MT;Cotriguacu;Centro;78330-000;1;6,11E+12;132972069;5534716;L6 BRNC BK CO Agil Trd e Dms
4060167;Jefferson dos Santos da Silva;Rua Laudeli Foli 146;PA;Novo Progresso;Alvorada da Amazonia;68193-000;1;1,47E+13;153549971;5534706;L6 BRNC BK CO Agil AS 3 4 Ck
4060176;S Marques de Souza ME;Rua Benedito Jose da Costa 586;MT;Alto Araguaia;Aeroporto;78780-000;1;1,21E+13;133919056;5534705;L6 BRNC BK CO Agil AS 1 2 Ck
4062366;Zelir Terezinha Olegini Hotel ME;Avenida 24 de Setembro 117;MT;Juruena;Centro;78340-000;1;1,32E+13;134145259;5534716;L6 BRNC BK CO Agil Trd e Dms
4062607;Mato Grosso Com Comb Derivados Ltda;Rua dos Narcisos 451, W;MT;Lucas do Rio Verde;Bandeirantes;78455-000;1;1,03E+13;134393708;5534708;L6 BRNC BK CO Agil Trd e Cnv
4063422;C V de Carvalho ME;Avenida Municipal 3025, Salao;MT;Pontes e Lacerda;Jardim Sao Gabriel;78250-000;1;1,53E+13;134491408;5534705;L6 BRNC BK CO Agil AS 1 2 Ck
4064178;Mercado Acougue Dois Irmaos Ltda ME;Rua Jesuita 231;MT;Sinop;Jardim America;78550-170;1;1,33E+13;134164300;5534706;L6 BRNC BK CO Agil AS 3 4 Ck
4065723;Azevedo E Matias Ltda;Av Marechal Rondon 1677;MT;Pontes e Lacerda;Centro;78250-000;1;7,80E+12;133142345;5534712;L6 BRNC BK CO Agil Far B
4065943;Supermercado Tradicao Junior Ltda;Rua Um SN;PA;Itaituba;M Almeida;68181-970;1;5,98E+12;152356126;5534706;L6 BRNC BK CO Agil AS 3 4 Ck
4068881;Tibirissa Conveniencia Ltda ME;Avenida Amazonas 2379, S Sala 1;MT;Lucas do Rio Verde;Menino Deus;78455-000;1;9,19E+12;133468690;5534708;L6 BRNC BK CO Agil Trd e Cnv
4070089;Supermercado Venturini Ltda ME;Avenida 0 4316, S;MT;Lucas do Rio Verde;Loteamento Venturini;78455-000;1;1,43E+13;134348893;5534706;L6 BRNC BK CO Agil AS 3 4 Ck
4070090;Elinete F Sales Ignat;Av Rio De Janeiro 1039, S;MT;Lucas Do Rio Verde;Veneza;78455-000;1;1,53E+13;134504500;5534705;L6 BRNC BK CO Agil AS 1 2 Ck
4072867;K R Brentegani Drogaria ME;Av das Itaubas 4306;MT;Sinop;Setor Comercial;78550-174;1;1,07E+13;133705587;5534711;L6 BRNC BK CO Agil Far C
4072951;Neusa Da Silva Braga;Avenida Governador Carlos Bezer 375;MT;Porto Esperidiao;Parque das Americas;78240-000;1;1,34E+13;134186591;5534716;L6 BRNC BK CO Agil Trd e Dms
4079608;Regina Celia de Souza P Pinto ME;Avenida Cuiaba 1181, A;MT;Rondonopolis;Centro;78700-090;1;1,46E+13;134481763;5534716;L6 BRNC BK CO Agil Trd e Dms
4079662;E Alves Coutinho ME;Rua das Nacoes 1054;MT;Jauru;Cruzeiro;78255-000;1;1,53E+13;134505077;5534705;L6 BRNC BK CO Agil AS 1 2 Ck
4081229;Ana P Escassio Gimenez Supermercado;Rua Primeiro de Maio 1230;MT;Mirassol D'Oeste;Cidade Tamandare;78280-000;1;1,65E+13;134595645;5534705;L6 BRNC BK CO Agil AS 1 2 Ck
4082314;Langa E Cia Ltda Me;Rua da Traira 789;MT;Sapezal;Centro;78365-000;1;1,42E+13;134338979;5534716;L6 BRNC BK CO Agil Trd e Dms
4082673;G A Rocha & Cia Ltda ME;Rua Laranjeiras 66;MT;Primavera do Leste;Primavera III;78850-000;1;6,14E+12;132616211;5534705;L6 BRNC BK CO Agil AS 1 2 Ck
4083022;Panificadora Sao Clemente Ltda ME;Avenida Trancredo de Almeida Nev 14;MT;Carlinda;Centro;78587-000;1;1,09E+13;133719154;5534716;L6 BRNC BK CO Agil Trd e Dms
4094059;Luciana Alves Ee Lima Silva ME;Rua Treze De Maio 425, Loja 02;MT;Rondonopolis;Centro;78700-160;1;1,13E+13;133798283;5534716;L6 BRNC BK CO Agil Trd e Dms
4095903;Maria Aparecida De Lima Fonseca;Rua 604 23;MT;Paranaita;Piscina;78590-000;1;1,51E+13;134466691;5534706;L6 BRNC BK CO Agil AS 3 4 Ck
4097961;Farmacia e Drogaria Bom Jesus Ltda;Avenida Natalino Joao Brescansi 300;MT;Sorriso;Centro;78890-000;1;1,50E+13;131161326;5534711;L6 BRNC BK CO Agil Far C
4098231;Supermercado Maria Ltda ME;Avenida das Bromelias 2082;MT;Sorriso;Distrito de Boa Esperanca;78890-000;1;9,49E+12;133538630;5534706;L6 BRNC BK CO Agil AS 3 4 Ck
4100004;Lidiane Marques de Lima Souza EPP;Av Gov Julio Jose De Campos 603;MT;Rondonopolis;Parque Sagrada Familia;78735-330;1;8,75E+12;133356523;5534710;L6 BRNC BK CO Agil Atc
4100841;Havan Lojas de Departamentos Ltda;Avenida da FEB 2000;MT;Varzea Grande;Ponte Nova;78120-000;1;7,94E+13;134584597;5534707;L6 BRNC BK CO Agil AS 5
4103423;H dos S S Batista & Cia Ltda ME;Rodovia BR 364 SN, KM 800;MT;Campo Novo do Parecis;Itamarati Norte;78360-000;1;1,55E+13;134537904;5534716;L6 BRNC BK CO Agil Trd e Dms
4103783;Edivandro Edison Zappani ME;Rodovia BR 163 SN, KM 650;MT;Nova Santa Helena;Trevo;78548-000;1;3,61E+12;132767643;5534706;L6 BRNC BK CO Agil AS 3 4 Ck
4106984;Evaldo Viana;Rua Olavo Bilac 463, Salao 01;MT;Caceres;Resid Monte Verde;78200-000;1;2,48E+13;130563129;5534716;L6 BRNC BK CO Agil Trd e Dms
4111654;Coml Carapa de Secos Molhados Ltda;Av Vitor Fidelis Donine 802;MT;Matupa;Zona Industrial 001;78525-000;1;3,79E+12;134469127;5534713;L6 BRNC BK CO Agil Atj
4114268;D L Cardoso ME;Avenida das Palmeiras 518;MT;Diamantino;Novo Diamantino;78402-000;1;1,25E+13;133991687;5534706;L6 BRNC BK CO Agil AS 3 4 Ck
4114269;Amarli T Amaral & Amaral Ltda ME;Avenida Brasilia 597, Setor S;MT;Tangara da Serra;Centro;78300-000;1;9,42E+12;133519988;5534716;L6 BRNC BK CO Agil Trd e Dms
4114287;Andriele S Martins ME;Avenida Londrina 39;MT;Juina;Modulo 06;78320-000;1;1,06E+13;133659712;5534706;L6 BRNC BK CO Agil AS 3 4 Ck
4114753;Welliton Moraes Do Nascimento;Av Carlos Addor de S 780, Qd42 Lt18;MT;Cuiaba;Sao Joao Del Rei;78093-280;1;1,48E+13;134422880;5534705;L6 BRNC BK CO Agil AS 1 2 Ck
4116068;E R Zatta Comercio de Alimentos ME;Rua Guaira 1098;MT;Marcelandia;Centro;78535-000;1;1,25E+13;134003918;5534706;L6 BRNC BK CO Agil AS 3 4 Ck
4117737;E L Alves Mercado ME;Av Marechal Candido 415, Setor Lest;MT;Colider;Centro;78500-000;1;1,40E+13;134307143;5534706;L6 BRNC BK CO Agil AS 3 4 Ck
4119204;A dos Santos Amorim ME;Rua Vinte e Oito 26, Qd 28;MT;Cuiaba;Jardim Passaredo;78088-844;1;9,36E+12;133505308;5534705;L6 BRNC BK CO Agil AS 1 2 Ck
4119347;Raspas E Delicias Rest EIRELI;Av Governador Joao Ponce De Arru SN;MT;Varzea Grande;Centro Norte;78110-900;1;1,47E+13;134403711;5534716;L6 BRNC BK CO Agil Trd e Dms
4122729;Comercial Nova Aurora Ltda EPP;Avenida das Flores 750;MT;Sapezal;Popular;78365-000;1;3,94E+12;134632907;5534707;L6 BRNC BK CO Agil AS 5
4122751;Mercado Tres Irmaos Ltda ME;Rua Rio Grande do Sul SN;MT;Nova Santa Helena;Centro;78548-000;1;1,27E+13;134032373;5534706;L6 BRNC BK CO Agil AS 3 4 Ck
4126275;Auto Posto Espigao II Ltda;Estrada Progresso SN;MT;Aripuana;Conselvan;78325-000;1;7,42E+12;133624617;5534708;L6 BRNC BK CO Agil Trd e Cnv
4127665;Margarete Bilha Hoss;Av dos Uirapurus 215, N;MT;Nova Mutum;Centro;78450-000;1;1,50E+13;134455827;5534716;L6 BRNC BK CO Agil Trd e Dms
4127669;Juarez Petrazzini;R Castelo Branco 1020;MT;Claudia;Centro;78540-000;1;3,79E+12;131938789;5534705;L6 BRNC BK CO Agil AS 1 2 Ck
4127680;E C Teixeira ME;Rua 12 de Fevereiro SN;MT;Porto Esperidiao;Vila Cardoso;78240-000;1;8,64E+12;133325318;5534705;L6 BRNC BK CO Agil AS 1 2 Ck
4131619;Jesus Narciso Prado;Av Alcantara 3060, B Casa;MT;Pontes e Lacerda;Jardim Marilia;78250-000;1;1,65E+13;134600223;5534716;L6 BRNC BK CO Agil Trd e Dms
4139506;F Marinho Natal ME;R Joao Pessoa 22;MT;Caceres;Centro;78200-000;1;1,64E+13;134595491;5534716;L6 BRNC BK CO Agil Trd e Dms
4141722;Haubert & Haubert Ltda;Avenida das Sibipirunas 2172;MT;Sinop;Jardim Botanico;78550-100;1;7,81E+12;133145115;5534708;L6 BRNC BK CO Agil Trd e Cnv
4142196;Rafael Hanauer ME;Rua Domingos Martins 1897;MT;Marcelandia;Vila Izabel;78535-000;1;1,35E+13;134208447;5534706;L6 BRNC BK CO Agil AS 3 4 Ck
4145594;Loja de Conveniencia Uniao Eireli;Rua Tibagi 1049;MT;Brasnorte;Centro;78350-000;1;1,68E+13;134643739;5534708;L6 BRNC BK CO Agil Trd e Cnv
4145658;Vilmar Bianchin ME;Rua Valmiro Luzia SN;MT;Juina;Parque dos Ipes;78320-000;1;1,69E+13;134660129;5534705;L6 BRNC BK CO Agil AS 1 2 Ck
4156303;Juveci Avelino ME;Rua Presidente Prudente 394;MT;Juina;Modulo 06;78320-000;1;1,44E+13;134353633;5534706;L6 BRNC BK CO Agil AS 3 4 Ck
4158397;H V Supermercado Ltda ME;Av Domingos Briante SN;MT;Nova Maringa;Brianorte;78445-000;1;4,52E+12;132021781;5534706;L6 BRNC BK CO Agil AS 3 4 Ck
4159741;Supermercado TW Ltda ME;Rua Poxoreu 07;MT;Sorriso;Jardim Primavera;78890-000;1;1,26E+13;134017790;5534706;L6 BRNC BK CO Agil AS 3 4 Ck
4161790;Ferreira dos Santos & Lopes Ltda ME;Rua Sao Sebastiao 1347;MT;Rondonopolis;Parque Sao Jorge;78735-814;1;1,68E+13;134651669;5534706;L6 BRNC BK CO Agil AS 3 4 Ck
4163752;Lucia Palma Tombini Turcatto;R 27 97;MT;Matupa;Centro;78525-000;1;1,16E+13;133872831;5534710;L6 BRNC BK CO Agil Atc
4165295;Economizar C P Farmaceutico Ltda ME;Av Ludovico da Riva Ne 2800, Sala C;MT;Alta Floresta;Centro;78580-000;1;8,09E+12;134422732;5534711;L6 BRNC BK CO Agil Far C
4165475;Mario J Costa ME;Rua Guanabara 1313;MT;Sao Jose Do Rio Claro;Centro;78435-000;1;1,06E+13;133671810;5534705;L6 BRNC BK CO Agil AS 1 2 Ck
4166936;Edivaldo S Oliveira & Cia Ltda ME;Rua Espirito Santo 465, E;MT;Juara;Centro;78575-000;1;1,41E+13;134690800;5534706;L6 BRNC BK CO Agil AS 3 4 Ck
4166940;Monte Hermon Conveniencia Ltda EPP;Rua General Osorio 1483, Sala A;MT;Caceres;Centro;78200-000;1;1,55E+13;134533887;5534708;L6 BRNC BK CO Agil Trd e Cnv
4166960;R V Neves Nascimento ME;Av Jose Martins Monteiro 1069;MT;Pontes e Lacerda;Centro;78250-000;1;1,51E+13;134469844;5534716;L6 BRNC BK CO Agil Trd e Dms
4167087;Valdeir De Oliveira Barros;Rua Jp 03 14, Loja;MT;Aripuana;Jardim Planalto;78325-000;1;1,17E+13;133917649;5534716;L6 BRNC BK CO Agil Trd e Dms
4168739;Lanchonete Conveniencia Panama Ltda;Av Brasilia 2855, Anexo A;MT;Campo Verde;Campo Real;78840-000;1;1,29E+13;134067231;5534708;L6 BRNC BK CO Agil Trd e Cnv
4169284;A J da Silva Com Varej de Alim ME;Avenida Mato Grosso 295, Qd51 Lt05;MT;Juina;Setor Eixo Comercial;78320-000;1;1,16E+13;133839087;5534707;L6 BRNC BK CO Agil AS 5
4170390;Faraildes de Oliveira Ribeiro;Rua sao Paulo 262, Letra W;MT;Tangara da Serra;Centro;78300-000;1;1,31E+13;134109040;5534710;L6 BRNC BK CO Agil Atc
4170706;Rodrigues & Aragon Ltda Me;Rua Acerola 481, Lt 3 Qd 9;MT;Alta Floresta;Setor H;78580-000;1;1,51E+13;134469070;5534706;L6 BRNC BK CO Agil AS 3 4 Ck
4170729;V Araujo Da Silva E Cia Ltda Epp;Avenida Ludovico da Ri 980, Sala 01;MT;Alta Floresta;Centro;78580-000;1;1,73E+13;134717562;5534706;L6 BRNC BK CO Agil AS 3 4 Ck
4172431;Airton de Oliveira ME;Rua Julio Jose de Campos 656;MT;Juina;Palmiteira;78320-000;1;1,35E+13;134193660;5534705;L6 BRNC BK CO Agil AS 1 2 Ck
4172794;Restaurante O Estradeiro Ltda;Av Ayrton Senna da Sil SN, Km 397,4;MT;Cuiaba;Distrito Industrial;78005-000;1;1,56E+13;134553217;5534716;L6 BRNC BK CO Agil Trd e Dms
4172924;Antonio Gomes Filho Comercio;Av Marechal Rondon 2319;MT;Pontes e Lacerda;Jar Bela Vista;78250-000;1;7,40E+13;131504533;5534706;L6 BRNC BK CO Agil AS 3 4 Ck
